idx,id,asset_code,name_th,asset_type_id,asset_details_land_size,asset_details_area_color,asset_details_number_of_bedrooms,asset_details_number_of_bathrooms,asset_details_frontage,asset_details_selling_price,images_main_id,updated_at,created_at,name_en,asset_details_description_th,asset_details_description_en,related_documents_document_id,location_village_th,location_village_en,location_road_th,location_road_en,location_postal_code,location_latitude,location_longitude,announcement_status_status_id,location_province_id,location_district_id,location_sub_district_id,asset_details_land_size_rai,asset_details_land_size_ngan,asset_details_land_size_square_meter,asset_details_total_area,asset_details_land_size_square_wah,school,park,hospital,veterinary,lat,lon,poi,lifestyle_score,features_json,price_numeric,text_for_embed
0,8,8Z5956,โครงการห้าดาวคอนโดมิเนียม โครงการ 2,3,32.0,-,1,1,10.0,776000,32,2025-10-15 02:14:06.238000+00:00,2025-09-30 10:40:41.391000+00:00,5 Star Condominium Project 2,"รายละเอียดทรัพย์สิน

ห้องชุดพักอาศัย เลขที่ 110/113 ชั้นที่ 4 ชื่ออาคารชุดห้าดาวคอนโดมิเนียม โครงการ 2 ทะเบียนอาคารชุดเลขที่ 15/2535 (มี 1 ห้องโถง 1 ห้องน้ำ)

อัตราส่วนแห่งกรรมสิทธิ์ในทรัพย์ส่วนกลาง : 629 ส่วน ใน 178,546 ส่วน

ข้อมูลอาคารชุด : อาคารสูง 12 ชั้น มีจำนวนห้องชุดรวม 258 ห้อง มีลิฟท์ 2 ชุด ยามรักษาความปลอดภัย 24 ชม. กล้องวงจรปิด
ข้อมูล ณ วันที่ 20 ต.ค. 65 ค่าส่วนกลางประมาณ 640.00 บาท/เดือน
หมายเหตุ : -สถานที่สำคัญบริเวณใกล้เคียง  ได้แก่ สำนักงานใหญ่ธนาคารออมสิน แนวรถไฟฟ้าสายสีเขียวอ่อนสุขุมวิท สถานีรถไฟฟ้าสะพานควาย โรงพยาบาลเปาโล ห้างบิ๊กซี เป็นต้น
",,,110/113 ห้าดาวคอนโดมิเนียม โครงการ 2,110/113 5 Star Condominium Project 2,ประดิพัทธ์,Pradiphat Road,10400,13.7933663,100.5409665,1,1,1014,,0,0,32.0,32.0,0.0,2001.0,1501,179.72672417403336,218.6306557951964,13.7933663,100.5409665,"{'school': 2001, 'park': 1501, 'hospital': 179.72672417403336, 'veterinary': 218.6306557951964}",0.27708668559863797,"{""bedroom"": 1, ""bathroom"": 1, ""family_friendly"": 0, ""elderly_friendly"": 0, ""pet_friendly"": 0}",776000,"โครงการห้าดาวคอนโดมิเนียม โครงการ 2
ประเภท: 3
รายละเอียด: รายละเอียดทรัพย์สิน

ห้องชุดพักอาศัย เลขที่ 110/113 ชั้นที่ 4 ชื่ออาคารชุดห้าดาวคอนโดมิเนียม โครงการ 2 ทะเบียนอาคารชุดเลขที่ 15/2535 (มี 1 ห้องโถง 1 ห้องน้ำ)

อัตราส่วนแห่งกรรมสิทธิ์ในทรัพย์ส่วนกลาง : 629 ส่วน ใน 178,546 ส่วน

ข้อมูลอาคารชุด : อาคารสูง 12 ชั้น มีจำนวนห้องชุดรวม 258 ห้อง มีลิฟท์ 2 ชุด ยามรักษาความปลอดภัย 24 ชม. กล้องวงจรปิด
ข้อมูล ณ วันที่ 20 ต.ค. 65 ค่าส่วนกลางประมาณ 640.00 บาท/เดือน
หมายเหตุ : -สถานที่สำคัญบริเวณใกล้เคียง  ได้แก่ สำนักงานใหญ่ธนาคารออมสิน แนวรถไฟฟ้าสายสีเขียวอ่อนสุขุมวิท สถานีรถไฟฟ้าสะพานควาย โรงพยาบาลเปาโล ห้างบิ๊กซี เป็นต้น

ที่ตั้ง: ประดิพัทธ์ 1014 1
ห้องนอน: 1 ห้องน้ำ: 1
ราคา: 776000"
1,9,2T0377,บ้านเดี่ยว,4,6324.0,เหลือง,1,1,8.0,64686000,37,2025-09-30 10:52:17.885000+00:00,2025-09-30 10:52:17.885000+00:00,Detached house,"รายละเอียดทรัพย์สิน
ที่ดินจำนวน 3 แปลงติดต่อกัน เป็นรูปหลายเหลี่ยม ขนาดแปลงที่ดินด้านทิศตะวันออก กว้างประมาณ 36 ม. (ส่วนที่ติดถนนกว้างประมาณ 8 ม.) ลึกสุดประมาณ 180 ม.


บสส.รับโอนกรรมสิทธิ์สิ่งปลูกสร้าง ประกอบด้วย 
1.อาคารพักอาศัย 2 ชั้น (คสล.)
2.อาคารศาลากลางน้ำ (คสล.)
3.อาคารป้อมยาม (คสล.)

ทางเข้า-ออกทรัพย์สิน ก่อนออกสู่ทางสาธารณประโยชน์ ต้องผ่านซอยราษฎร์พัฒนา 2 เป็นทางส่วนบุคคลโฉนดที่ดินเลขที่ 214201 เลขที่ดิน 656 ได้มีการจดภาระจำยอมให้แปลงทรัพย์สินโฉนดที่ดินเลขที่ 218866 และ 242134 เรียบร้อยแล้ว ส่วนทรัพย์สินโฉนดที่ดินเลขที่ 2037 ได้แบ่งจากแปลงทางจึงไม่มีปัญหาเรื่องทางเข้า-ออก ผิวจราจรคอนกรีต กว้างประมาณ 5 ม. เขตทางกว้างประมาณ 8 ม. ++ผู้สนใจควรตรวจสอบเรื่องสิทธิในการใช้ทางให้เป็นที่พึงพอใจก่อนการเสนอซื้อ++
หมายเหตุ : - ทรัพย์สินตั้งอยู่ในย่านที่อยู่อาศัย การคมนาคมสะดวก
- สถานที่สำคัญบริเวณใกล้เคียง ได้แก่ โรงเรียนวิทยานนท์ และสำนักงานที่ดิน สาขาบึงกุ่ม เป็นต้น

+ทรัพย์รายการนี้ ผู้สนใจสามารถเข้าร่วมการประมูล ด้วยการลงทะเบียนและยื่นซองประมูล พร้อมเอกสารประกอบการประมูล  ได้ด้วยตนเอง ที่ บสส. หรือผ่านไปรษณีย์ด่วนพิเศษ (EMS)  ซึ่งมีกำหนดการดังนี้
1.ลงทะเบียน และยื่นซองประมูลด้วยตนเองภายในวันที่ 16 ก.ย. 68 ถึง วันที่ 15 ต.ค. 68 ที่ บสส. 
2.ลงทะเบียน และยื่นซองประมูลผ่านไปรษณีย์ด่วนพิเศษ (EMS) จะต้องดำเนินการดังนี้
- ลงทะเบียนเข้าร่วมประมูล และยื่นซองประมูลภายในวันที่ 16 ก.ย. 68 ถึง วันที่ 15 ต.ค. 68 เท่านั้น ซึ่งผู้สนใจเข้าร่วมประมูลจะต้องติดต่อเจ้าหน้าที่ บสส. ก่อนเพื่อดำเนินการรับลงทะเบียน และยื่นซองประมูลผ่านไปรษณีย์ด่วนพิเศษ (EMS) โดย บสส.จะเอาวันที่ไปรษณีย์ลงตราประทับรับเอกสารเป็นสำคัญ  
เปิดซองประมูลวันที่ 24 ต.ค. 2568 เวลา 10.00 น. เป็นต้นไป ณ สำนักงานใหญ่ของ บสส.
และผู้ลงทะเบียนประมูลสามารถรับชมการเปิดซองประมูล ตามวัน เวลา และสถานที่ดังกล่าวข้างต้น หรือ ผู้ประมูลที่มิได้มา ณ สถานที่ประมูลสามารถรับชมผ่านสื่ออิเลคทรอนิกส์ตามที่ บสส. กำหนด
ทั้งนี้ หากมีข้อสงสัย สามารถติดต่อสอบถามได้ที่ เจ้าหน้าที่ฝ่ายขายและส่งเสริมกิจกรรมการขาย โทร. 02-686-1888+

ข้อมูล ณ วันที่ 14 พ.ค. 64
มีผู้ใช้ประโยชน์ในทรัพย์สิน ผู้สนใจซื้อควรตรวจสอบทรัพย์สินก่อนเสนอซื้อ บสส.ขายทรัพย์สินตามสภาพที่เป็นอยู่ ไม่ถือเอาการบุกรุกครอบครองใช้ประโยชน์ในทรัพย์สินเป็นสาระสาคัญ ในการเข้าครอบครองทรัพย์ผู้สนใจซื้อต้องไปเจรจา หรือดำเนินการทางกฎหมายด้วยค่าใช้จ่ายของผู้สนใจซื้อเอง และไม่เป็นเหตุในการยกเลิกการเสนอซื้อ และ/หรือสัญญาจะซื้อจะขาย รวมทั้งไม่สามารถใช้สิทธิเรียกร้องใดๆ กับ บสส.ได้",,,-,-,ราษฎร์พัฒนา,Rat Phatthana,10240,13.784407,100.701647,1,1,1044,,3,3,0.0,6324.0,81.0,1189.636017769765,1501,3001.0,2001.0,13.784407,100.701647,"{'school': 1189.636017769765, 'park': 1501, 'hospital': 3001, 'veterinary': 2001}",0.16207279644604702,"{""bedroom"": 0, ""bathroom"": 0, ""family_friendly"": 0, ""elderly_friendly"": 0, ""pet_friendly"": 0}",64686000,"บ้านเดี่ยว
ประเภท: 4
รายละเอียด: รายละเอียดทรัพย์สิน
ที่ดินจำนวน 3 แปลงติดต่อกัน เป็นรูปหลายเหลี่ยม ขนาดแปลงที่ดินด้านทิศตะวันออก กว้างประมาณ 36 ม. (ส่วนที่ติดถนนกว้างประมาณ 8 ม.) ลึกสุดประมาณ 180 ม.


บสส.รับโอนกรรมสิทธิ์สิ่งปลูกสร้าง ประกอบด้วย 
1.อาคารพักอาศัย 2 ชั้น (คสล.)
2.อาคารศาลากลางน้ำ (คสล.)
3.อาคารป้อมยาม (คสล.)

ทางเข้า-ออกทรัพย์สิน ก่อนออกสู่ทางสาธารณประโยชน์ ต้องผ่านซอยราษฎร์พัฒนา 2 เป็นทางส่วนบุคคลโฉนดที่ดินเลขที่ 214201 เลขที่ดิน 656 ได้มีการจดภาระจำยอมให้แปลงทรัพย์สินโฉนดที่ดินเลขที่ 218866 และ 242134 เรียบร้อยแล้ว ส่วนทรัพย์สินโฉนดที่ดินเลขที่ 2037 ได้แบ่งจากแปลงทางจึงไม่มีปัญหาเรื่องทางเข้า-ออก ผิวจราจรคอนกรีต กว้างประมาณ 5 ม. เขตทางกว้างประมาณ 8 ม. ++ผู้สนใจควรตรวจสอบเรื่องสิทธิในการใช้ทางให้เป็นที่พึงพอใจก่อนการเสนอซื้อ++
หมายเหตุ : - ทรัพย์สินตั้งอยู่ในย่านที่อยู่อาศัย การคมนาคมสะดวก
- สถ
ที่ตั้ง: ราษฎร์พัฒนา 1044 1
ห้องนอน: 0 ห้องน้ำ: 0
ราคา: 64686000"
2,12,TL0576,บ้านแฝด,15,171.2,ส้มอ่อนมีจุดสีขาว,2,1,13.0,1936000,52,2025-09-30 11:09:20.616000+00:00,2025-09-30 11:09:20.616000+00:00,Semi-detached house,"รายละเอียดทรัพย์สิน
ที่ดินเป็นรูปสี่เหลี่ยมจัตุรัส ขนาดแปลงที่ดินด้านทิศใต้ติดถนน กว้างประมาณ 13 ม. ลึกประมาณ 13 ม.


บสส. รับโอนกรรมสิทธิ์สิ่งปลูกสร้างระบุเป็นบ้านพักอาศัยแฝดตึกชั้นเดียว เลขที่ 82/37

ถนนผ่านหน้าทรัพย์สิน ได้แก่ หมู่บ้านเดอะพาโน่ (มาบข่า-ทับมา) เป็นทางในโครงการจัดสรรที่ได้รับอนุญาตแล้ว ผิวจราจรคอนกรีต กว้างประมาณ 6 ม. เขตทางกว้างประมาณ 8 ม. 
หมายเหตุ : - ทรัพย์สินตั้งอยู่ในย่านที่อยู่อาศัย สาธารณูปโภคครบครัน การคมนาคมสะดวก
- สถานที่สำคัญบรเิวณใกล้เคียง ได้แก่ โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกระเฉท, วัดมาบข่า (บุษบาธาราม) และสำนักงานเทศบาลตำบลมาบข่าพัฒนา เป็นต้น

+ทรัพย์รายการนี้ ผู้สนใจสามารถเข้าร่วมการประมูล ด้วยการลงทะเบียนและยื่นซองประมูล พร้อมเอกสารประกอบการประมูล  ได้ด้วยตนเอง ที่ บสส. หรือผ่านไปรษณีย์ด่วนพิเศษ (EMS)  ซึ่งมีกำหนดการดังนี้
1.ลงทะเบียน และยื่นซองประมูลด้วยตนเองภายในวันที่ 16 ก.ย. 68 ถึง วันที่ 30 ก.ย. 68 ที่ บสส. 
2.ลงทะเบียน และยื่นซองประมูลผ่านไปรษณีย์ด่วนพิเศษ (EMS) จะต้องดำเนินการดังนี้
- ลงทะเบียนเข้าร่วมประมูล และยื่นซองประมูลภายในวันที่ 16 ก.ย. 68 ถึง วันที่ 30 ก.ย. 68 เท่านั้น ซึ่งผู้สนใจเข้าร่วมประมูลจะต้องติดต่อเจ้าหน้าที่ บสส. ก่อนเพื่อดำเนินการรับลงทะเบียน และยื่นซองประมูลผ่านไปรษณีย์ด่วนพิเศษ (EMS) โดย บสส.จะเอาวันที่ไปรษณีย์ลงตราประทับรับเอกสารเป็นสำคัญ  
เปิดซองประมูลวันที่ 8 ต.ค. 2568 เวลา 10.00 น. เป็นต้นไป ณ สำนักงานใหญ่ของ บสส.
และผู้ลงทะเบียนประมูลสามารถรับชมการเปิดซองประมูล ตามวัน เวลา และสถานที่ดังกล่าวข้างต้น หรือ ผู้ประมูลที่มิได้มา ณ สถานที่ประมูลสามารถรับชมผ่านสื่ออิเลคทรอนิกส์ตามที่ บสส. กำหนด
ทั้งนี้ หากมีข้อสงสัย สามารถติดต่อสอบถามได้ที่ เจ้าหน้าที่ฝ่ายขายและส่งเสริมกิจกรรมการขาย โทร. 02-686-1888+",,,82/37 เดอะพาโน่ (มาบข่า-ทับมา),82/37 The Pano (Mapkha-Thapma),บ้านหนองตะพาน-บ้านมาบข่า (รย.4040),Nong Taphan - Ban Khai (Rayong 4040),21180,12.778317,101.205449,1,12,2108,,0,0,0.0,171.2,42.8,2001.0,1501,3001.0,2001.0,12.778317,101.205449,"{'school': 2001, 'park': 1501, 'hospital': 3001, 'veterinary': 2001}",0.0,"{""bedroom"": 0, ""bathroom"": 0, ""family_friendly"": 0, ""elderly_friendly"": 0, ""pet_friendly"": 0}",1936000,"บ้านแฝด
ประเภท: 15
รายละเอียด: รายละเอียดทรัพย์สิน
ที่ดินเป็นรูปสี่เหลี่ยมจัตุรัส ขนาดแปลงที่ดินด้านทิศใต้ติดถนน กว้างประมาณ 13 ม. ลึกประมาณ 13 ม.


บสส. รับโอนกรรมสิทธิ์สิ่งปลูกสร้างระบุเป็นบ้านพักอาศัยแฝดตึกชั้นเดียว เลขที่ 82/37

ถนนผ่านหน้าทรัพย์สิน ได้แก่ หมู่บ้านเดอะพาโน่ (มาบข่า-ทับมา) เป็นทางในโครงการจัดสรรที่ได้รับอนุญาตแล้ว ผิวจราจรคอนกรีต กว้างประมาณ 6 ม. เขตทางกว้างประมาณ 8 ม. 
หมายเหตุ : - ทรัพย์สินตั้งอยู่ในย่านที่อยู่อาศัย สาธารณูปโภคครบครัน การคมนาคมสะดวก
- สถานที่สำคัญบรเิวณใกล้เคียง ได้แก่ โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกระเฉท, วัดมาบข่า (บุษบาธาราม) และสำนักงานเทศบาลตำบลมาบข่าพัฒนา เป็นต้น

+ทรัพย์รายการนี้ ผู้สนใจสามารถเข้าร่วมการประมูล ด้วยการลงทะเบียนและยื่นซองประมูล พร้อมเอกสารประกอบการประมูล  ได้ด้วยตนเอง ที่ บสส. หรือผ่านไปรษณีย์ด่วนพิเศษ (EMS)  ซึ่งมีกำหนดการดังนี้
1.ลงทะเบียน และยื่
ที่ตั้ง: บ้านหนองตะพาน-บ้านมาบข่า (รย.4040) 2108 12
ห้องนอน: 0 ห้องน้ำ: 0
ราคา: 1936000"
3,14,3A1163,ชีวาทัย ราชปรารภ,3,,-,2,1,0.0,5211000,34,2025-10-14 01:55:43.092000+00:00,2025-10-14 01:55:43.092000+00:00,Chewathai Ratchaprarop,"Chewathai Ratchaprarop (ชีวาทัย ราชปรารภ) เป็นคอนโดมิเนียมมีอาคารเดียว จำนวน 26 ชั้น 329 ยูนิต
แหล่งช๊อปปิ้ง : ปิรามิตพลาซ่า ห้างสรรพสินค้าเซ็นเตอร์วัน (อนุสาวรีย์ชัยสมรภูมิ) ดีมาร์ทซุปเปอร์มาร์เก็ต คิงเพาเวอร์คอมเพล็กซ์
สถานศึกษาใกล้เคียง : โรงเรียนวัดทัศนารุณสุนทริการาม มหาวิทยาลัยราชภัฏสวนดุสิต ศูนย์การศึกษาศูนย์รางน้ำ โรงเรียนจันทรวิชา โรงเรียนนิธิปริญญา โรงเรียนรัศมีนานาชาติ
สถานพยาบาลใกล้เคียง : โรงพยาบาลราชวิถี
สิ่งอำนวยความสะดวก : ลิฟท์ ที่จอดรถ การรักษาความปลอดภัย 24 ชั่วโมง กล้องวงจรปิด สระว่ายนำ้ ฟิตเนส สวนหย่อม / พื้นที่จัดบาร์บีคิว

- ห้องชุดพักอาศัย เลขที่ 11/94 ชั้นที่ 11 ชื่ออาคารชุด ชีวาทัย ราชปรารภ ทะเบียนอาคารชุดเลขที่ 8/2554 
 
- อัตราส่วนแห่งกรรมสิทธิ์ในทรัพย์ส่วนกลาง : 55.85 ส่วน ใน 17,038.82 ส่วน

- ข้อมูลอาคารชุด : อาคารสูง 26 ชั้น มีจำนวนห้องชุดรวม 325 ห้อง สิ่งอำนวยความสะดวก : สระว่ายน้ำ ฟิตเนส ลิฟท์โดยสาร 2 ตัว ลิฟท์ขนของ 1 ตัว สวนหย่อม

ข้อมูล ณ วันที่ 20 ต.ค. 65 ค่าส่วนกลางประมาณ 1,954.75 บาท/เดือน","Chewathai Ratchaprarop is a single-building condominium with 26 floors and 329 units.
Shopping areas: Pyramid Plaza, Center One Department Store (Victory Monument), D-Mart Supermarket, King Power Complex.
Nearby educational institutions: Wat Thatsanarun Sunthorikaram School, Suan Dusit Rajabhat University, Rangnam Educational Center, Chanthawichai School, Nithiparinya School, Rasami International School.
Nearby medical facilities: Rajavithi Hospital. Facilities: Elevator, parking, 24-hour security, CCTV, swimming pool, fitness center, garden/BBQ area

- Condominium unit number 11/94, 11th floor, Chewathai Ratchaprarop Condominium, Condominium registration number 8/2554

- Ownership ratio of common property: 55.85 out of 17,038.82

- Condominium information: 26-story building with a total of 325 units. Facilities: Swimming pool, fitness center, 2 passenger elevators, 1 service elevator, garden

As of October 20, 2022, the common area fee is approximately 1,954.75 baht/month.",,ชีวาทัย ราชปรารภ ,Chewathai Ratchaprarop,ราชปรารภ,Ratchaprarop,,13.761704,100.542724,1,1,1037,103704.0,0,0,55.85,55.85,0.0,987.9198245298437,1501,940.0639721067324,2001.0,13.761704,100.542724,"{'school': 987.9198245298437, 'park': 1501, 'hospital': 940.0639721067324, 'veterinary': 2001}",0.3397451036202491,"{""bedroom"": 0, ""bathroom"": 0, ""family_friendly"": 1, ""elderly_friendly"": 1, ""pet_friendly"": 0}",5211000,"ชีวาทัย ราชปรารภ
ประเภท: 3
รายละเอียด: Chewathai Ratchaprarop (ชีวาทัย ราชปรารภ) เป็นคอนโดมิเนียมมีอาคารเดียว จำนวน 26 ชั้น 329 ยูนิต
แหล่งช๊อปปิ้ง : ปิรามิตพลาซ่า ห้างสรรพสินค้าเซ็นเตอร์วัน (อนุสาวรีย์ชัยสมรภูมิ) ดีมาร์ทซุปเปอร์มาร์เก็ต คิงเพาเวอร์คอมเพล็กซ์
สถานศึกษาใกล้เคียง : โรงเรียนวัดทัศนารุณสุนทริการาม มหาวิทยาลัยราชภัฏสวนดุสิต ศูนย์การศึกษาศูนย์รางน้ำ โรงเรียนจันทรวิชา โรงเรียนนิธิปริญญา โรงเรียนรัศมีนานาชาติ
สถานพยาบาลใกล้เคียง : โรงพยาบาลราชวิถี
สิ่งอำนวยความสะดวก : ลิฟท์ ที่จอดรถ การรักษาความปลอดภัย 24 ชั่วโมง กล้องวงจรปิด สระว่ายนำ้ ฟิตเนส สวนหย่อม / พื้นที่จัดบาร์บีคิว

- ห้องชุดพักอาศัย เลขที่ 11/94 ชั้นที่ 11 ชื่ออาคารชุด ชีวาทัย ราชปรารภ ทะเบียนอาคารชุดเลขที่ 8/2554 
 
- อัตราส่วนแห่งกรรมสิทธิ์ในทรัพย์ส่วนกลาง : 55.85 ส่วน ใน 17,038.82 ส่วน

- ข้อมูลอาคารชุด : อาคารสูง 26 ชั้น มีจำนวนห้องชุดรวม 325 ห้อง สิ่งอำน
ที่ตั้ง: ราชปรารภ 1037 1
ห้องนอน: 0 ห้องน้ำ: 0
ราคา: 5211000"
4,15,3A1881,อาคารพาณิชย์ 4 ชั้นมีชั้นลอยและดาดฟ้า จำนวน 6 คูหา,5,,เขตสีส้ม,3,1,18.5,35920000,40,2025-10-15 07:33:11.630000+00:00,2025-10-14 05:09:23.478000+00:00,"4-storey commercial building with mezzanine and rooftop, 6 units","ที่ดินจำนวน 2 แปลงติดต่อกัน เป็นรูปหลายเหลี่ยม ตั้งอยู่ติดถนน 2 ด้าน ขนาดแปลงที่ดินด้านทิศใต้ติดถนนลาดพร้าว กว้างประมาณ 18.5 ม. ด้านทิศเหนือติดซอยลาดพร้าว 35/1 กว้างประมาณ 12 ม. ลึกสุดติดคลองน้ำแก้วประมาณ 48.5 ม.

บสส. รับโอนกรรมสิทธิ์สิ่งปลูกสร้าง ประกอบด้วย
1. ตึกแถว 5 ชั้น เลขที่ 1783/1-2 
2. ตึกแถว 4 ชั้น ไม่มีเลขที่ 
3. ตึกแถว 4 ชั้น (มีชั้นลอย) ไม่มีเลขที่ 
4. ตึกแถวชั้นเดียว ไม่มีเลขที่ 
5. ตึกแถว 4 ชั้น (มีชั้นลอย) เลขที่ 1783/55-56 
ทั้งนี้ ข้อมูลจากการสำรวจสภาพทรัพย์สินพบสิ่งปลูกสร้างมีลักษณะเป็นอาคารพาณิชย์ 4 ชั้นมีชั้นลอยและดาดฟ้า จำนวน 6 คูหา ภายในเจาะทะลุถึงกันทั้ง 6 คูหา มีลักษณะใช้ประโยชน์ร่วมกัน +พื้นที่อาคารบริเวณ ชั้นที่ 3 และชั้นที่ 4 ถูกเพลิงไหม้+

ถนนผ่านหน้าทรัพย์สิน ได้แก่ ถนนลาดพร้าว เป็นทางสาธารณประโยชน์ ผิวจราจรคอนกรีต กว้างประมาณ 18 ม. เขตทางกว้างประมาณ 30 ม.

ทรัพย์สินสามารถผ่านเข้า-ออกทางซอยลาดพร้าว 35/1 ได้อีกทางหนึ่ง ได้แก่ โฉนดที่ดินเลขที่ 121141 เลขที่ดิน 59 ซึ่งยังไม่ได้จดภาระจำยอมให้กับแปลงทรัพย์สิน ++ผู้สนใจควรตรวจสอบเรื่องสิทธิในการใช้ทางให้เป็นที่พึงพอใจก่อนการเสนอซื้อ++ 
หมายเหตุ :
- ทรัพย์สินตั้งอยู่ในย่านที่อยู่อาศัย มีสาธารณูปโภคครบ การคมนาคมสะดวก
- ทรัพย์สินทางด้านทิศตะวันตกติดคลองน้าแก้ว ซึ่งจากการตรวจสอบภาพถ่ายทางอากาศพบว่าทรัพย์สินมีลักษณะก่อสร้างอาคารชิดแนวเขตคลอง แต่ ณ วันสารวจไม่พบหมุดหลักเขตที่ดิน จึงไม่สามารถตรวจสอบได้ว่าทรัพย์สินก่อสร้างอาคารเกินแนวระยะร่นเขตคลองหรือไม่ ++ผู้สนใจควรตรวจสอบข้อมูลในประเด็นที่เกี่ยวข้องให้เป็นที่พึงพอใจก่อนการเสนอซื้อ++","Two adjacent polygonal plots of land face the road on two sides. The southern side of the plot borders Lat Phrao Road, approximately 18.5 meters wide. The northern side borders Soi Lat Phrao 35/1, approximately 12 meters wide. The deepest point is Khlong Nam Kaew, approximately 48.5 meters deep.

The SSO has transferred ownership of the following buildings:
1. 5-story shophouse, number 1783/1-2
2. 4-story shophouse, unnumbered
3. 4-story shophouse (with mezzanine), unnumbered
4. 1-story shophouse, unnumbered
5. 4-story shophouse (with mezzanine), number 1783/55-56
Information from the property survey revealed the buildings consist of six four-story commercial buildings with a mezzanine and rooftop, each connected to a shared use. +The building area on the 3rd and 4th floors was burned.+

The road in front of the property is Lat Phrao Road, a public road with a concrete surface approximately 18 meters wide and a right-of-way approximately 30 meters wide.

Another access route to the property is via Soi Lat Phrao 35/1, under title deed number 121141, land number 59, which has not yet been registered with an easement. ++Interested parties should thoroughly verify the rights of way before making an offer.++

Note:
- The property is located in a residential area with complete utilities and convenient transportation.
- The property to the west is adjacent to the Nam Kaew Canal. Aerial photographs show that the property is constructed close to the canal boundary. However, no boundary markers were found on the survey date, making it impossible to determine whether the property exceeds the canal boundary. ++Interested parties should thoroughly verify the relevant information before making an offer.++",,"เลขที่ 1783/1-2, 1783/55-56","No. 1783/1-2, 1783/55-56",ลาดพร้าว,Ladprao,,13.802168,100.581081,1,1,1017,101704.0,0,1,0.0,652.0,63.0,989.8950976657972,1501,1626.4360088983326,1022.7566806764574,13.802168,100.581081,"{'school': 989.8950976657972, 'park': 1501, 'hospital': 1626.4360088983326, 'veterinary': 1022.7566806764574}",0.3424540791731289,"{""bedroom"": 0, ""bathroom"": 0, ""family_friendly"": 0, ""elderly_friendly"": 0, ""pet_friendly"": 0}",35920000,"อาคารพาณิชย์ 4 ชั้นมีชั้นลอยและดาดฟ้า จำนวน 6 คูหา
ประเภท: 5
รายละเอียด: ที่ดินจำนวน 2 แปลงติดต่อกัน เป็นรูปหลายเหลี่ยม ตั้งอยู่ติดถนน 2 ด้าน ขนาดแปลงที่ดินด้านทิศใต้ติดถนนลาดพร้าว กว้างประมาณ 18.5 ม. ด้านทิศเหนือติดซอยลาดพร้าว 35/1 กว้างประมาณ 12 ม. ลึกสุดติดคลองน้ำแก้วประมาณ 48.5 ม.

บสส. รับโอนกรรมสิทธิ์สิ่งปลูกสร้าง ประกอบด้วย
1. ตึกแถว 5 ชั้น เลขที่ 1783/1-2 
2. ตึกแถว 4 ชั้น ไม่มีเลขที่ 
3. ตึกแถว 4 ชั้น (มีชั้นลอย) ไม่มีเลขที่ 
4. ตึกแถวชั้นเดียว ไม่มีเลขที่ 
5. ตึกแถว 4 ชั้น (มีชั้นลอย) เลขที่ 1783/55-56 
ทั้งนี้ ข้อมูลจากการสำรวจสภาพทรัพย์สินพบสิ่งปลูกสร้างมีลักษณะเป็นอาคารพาณิชย์ 4 ชั้นมีชั้นลอยและดาดฟ้า จำนวน 6 คูหา ภายในเจาะทะลุถึงกันทั้ง 6 คูหา มีลักษณะใช้ประโยชน์ร่วมกัน +พื้นที่อาคารบริเวณ ชั้นที่ 3 และชั้นที่ 4 ถูกเพลิงไหม้+

ถนนผ่านหน้าทรัพย์สิน ได้แก่ ถนนลาดพร้าว เป็นทางสาธารณประโยชน์ ผิวจราจรคอนกรีต กว้างประมาณ 18 ม. เขตทางกว้างประมาณ 30 ม.

ท
ที่ตั้ง: ลาดพร้าว 1017 1
ห้องนอน: 0 ห้องน้ำ: 0
ราคา: 35920000"
